ip_proto,ip_len_mean,ip_len_median,ip_len_var,ip_len_std,ip_len_entropy,ip_len_cv,ip_len_cvq,ip_len_rte,ip_ttl_mean,ip_ttl_median,ip_ttl_var,ip_ttl_std,ip_ttl_entropy,ip_ttl_cv,ip_ttl_cvq,ip_ttl_rte,sport_mean,sport_median,sport_var,sport_std,sport_entropy,sport_cv,sport_cvq,sport_rte,dport_mean,dport_median,dport_var,dport_std,dport_entropy,dport_cv,dport_cvq,dport_rte,tcp_seq_median,tcp_seq_mean,tcp_seq_var,tcp_seq_std,tcp_seq_entropy,tcp_seq_cv,tcp_seq_cvq,tcp_seq_rte,tcp_ack_mean,tcp_ack_median,tcp_ack_var,tcp_ack_std,tcp_ack_entropy,tcp_ack_cv,tcp_ack_cvq,tcp_ack_rte,tcp_dataofs_mean,tcp_dataofs_median,tcp_dataofs_var,tcp_dataofs_std,tcp_dataofs_entropy,tcp_dataofs_cv,tcp_dataofs_cvq,tcp_dataofs_rte,tcp_flags_mean,tcp_flags_median,tcp_flags_var,tcp_flags_std,tcp_flags_entropy,tcp_flags_cv,tcp_flags_cvq,tcp_flags_rte,tcp_window_mean,tcp_window_median,tcp_window_var,tcp_window_std,tcp_window_entropy,tcp_window_cv,tcp_window_cvq,tcp_window_rte,Label1
0.006,0.260772609,0.110638298,0.085866079,0.293029143,0.003512596,1,0.766920663,0.128256513,0.260772609,0.110638298,0.085866079,0.293029143,0.003512596,1,0.766920663,0.128256513,0.999322415,0.99933088,1.62E-07,0.00040214,0.007049098,0.000402413,0.000548211,0.068136273,1,1,0,0,0,0,0,0.002004008,0.518516663,0.54927408,0.067021773,0.258885637,0.011342195,0.49928123,0.719600062,0.601202405,0.396545446,0.262588012,0.119757318,0.346059704,0.009492736,0.872686112,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.261271479,0.110638298,0.086457833,0.294037128,0.003554756,1,0.770419426,0.140280561,0.261271479,0.110638298,0.086457833,0.294037128,0.003554756,1,0.770419426,0.140280561,0.99929576,0.999290069,1.61E-07,0.000401474,0.007044391,0.000401757,0.000543274,0.068136273,1,1,0,0,0,0,0,0.002004008,0.501251167,0.52448633,0.09974791,0.315828925,0.011342195,0.630081176,0.90506772,0.601202405,0.430490488,0.420545213,0.114454358,0.338311038,0.009492736,0.785873434,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.263188771,0.111111111,0.088040132,0.296715575,0.00350913,1,0.770419426,0.130260521,0.263188771,0.111111111,0.088040132,0.296715575,0.00350913,1,0.770419426,0.130260521,0.999310519,0.999291046,1.61E-07,0.000401207,0.007057905,0.000401483,0.00056338,0.068136273,1,1,0,0,0,0,0,0.002004008,0.508413644,0.46514356,0.091106336,0.301838262,0.011342195,0.593686391,0.771344344,0.601202405,0.434819697,0.450989199,0.100216529,0.316569943,0.009492736,0.728048764,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.261730284,0.1108742,0.086843117,0.294691562,0.003491413,1,0.76980965,0.122244489,0.261730284,0.1108742,0.086843117,0.294691562,0.003491413,1,0.76980965,0.122244489,0.999325237,0.999333667,1.60E-07,0.000400465,0.007049098,0.000400736,0.000545927,0.068136273,1,1,0,0,0,0,0,0.002004008,0.502780579,0.518538273,0.09618595,0.310138598,0.011342195,0.616846812,0.862987018,0.601202405,0.456121611,0.457126713,0.121023241,0.347883948,0.009492736,0.762699988,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.263410942,0.111587983,0.088105074,0.29682499,0.003533501,1,0.768991559,0.134268537,0.263410942,0.111587983,0.088105074,0.29682499,0.003533501,1,0.768991559,0.134268537,0.999298689,0.999293022,1.60E-07,0.000399804,0.007044391,0.000400085,0.000541013,0.068136273,1,1,0,0,0,0,0,0.002004008,0.447325887,0.419610366,0.081516209,0.285510437,0.011342195,0.638260483,0.824368771,0.601202405,0.344235311,0.292902341,0.113118159,0.336330431,0.009492736,0.977036404,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.263466848,0.111587983,0.087810015,0.296327547,0.003518164,1,0.770419426,0.130260521,0.263466848,0.111587983,0.087810015,0.296327547,0.003518164,1,0.770419426,0.130260521,0.999313382,0.999293991,1.60E-07,0.00039954,0.007057905,0.000399815,0.000561039,0.068136273,1,1,0,0,0,0,0,0.002004008,0.497189434,0.511994715,0.104313402,0.322975853,0.011342195,0.649603212,0.850593916,0.601202405,0.431302056,0.419711731,0.127448871,0.35699982,0.009492736,0.827725754,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.259887296,0.111111111,0.084175374,0.290129926,0.003498067,1,0.765765766,0.130260521,0.259887296,0.111111111,0.084175374,0.290129926,0.003498067,1,0.765765766,0.130260521,0.999322661,0.999336458,1.66E-07,0.000407103,0.007049098,0.000407379,0.0005644,0.068136273,1,1,0,0,0,0,0,0.002004008,0.49587406,0.481018326,0.070132519,0.26482545,0.011342195,0.534057882,0.693412509,0.601202405,0.382659231,0.354248102,0.099217259,0.314987712,0.009492736,0.823154614,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.262049741,0.111111111,0.086870778,0.294738491,0.003494529,1,0.767649687,0.122244489,0.262049741,0.111111111,0.086870778,0.294738491,0.003494529,1,0.767649687,0.122244489,0.999301622,0.999295979,1.59E-07,0.000398132,0.007044391,0.00039841,0.000538748,0.068136273,1,1,0,0,0,0,0,0.002004008,0.508828414,0.515325831,0.07965349,0.282229499,0.011342195,0.554665367,0.820014637,0.601202405,0.514585401,0.574966616,0.101393171,0.318422944,0.009492736,0.618795137,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.264308314,0.112311015,0.087972684,0.296601895,0.003504927,1,0.770419426,0.126252505,0.264308314,0.112311015,0.087972684,0.296601895,0.003504927,1,0.770419426,0.126252505,0.99931625,0.99929694,1.58E-07,0.000397871,0.007057905,0.000398144,0.000558694,0.068136273,1,1,0,0,0,0,0,0.002004008,0.408312453,0.378168457,0.081212991,0.284978931,0.011342195,0.697943276,0.876613601,0.601202405,0.401398271,0.342367507,0.120327237,0.346882166,0.009492736,0.864184505,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.2621311,0.111111111,0.086939208,0.294854555,0.003501255,1,0.76940133,0.128256513,0.2621311,0.111111111,0.086939208,0.294854555,0.003501255,1,0.76940133,0.128256513,0.999330839,0.999339198,1.58E-07,0.000397141,0.007049098,0.000397407,0.000541392,0.068136273,1,1,0,0,0,0,0,0.002004008,0.404986718,0.351454468,0.064378348,0.253728887,0.011342195,0.626511625,0.766481173,0.601202405,0.410645696,0.337276478,0.125175365,0.353801307,0.009492736,0.861573152,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.262069203,0.111587983,0.086276051,0.293727851,0.00354117,1,0.767960732,0.134268537,0.262069203,0.111587983,0.086276051,0.293727851,0.00354117,1,0.767960732,0.134268537,0.999304503,0.999298882,1.57E-07,0.00039649,0.007044391,0.000396766,0.000536525,0.068136273,1,1,0,0,0,0,0,0.002004008,0.57836294,0.642177332,0.061806673,0.248609479,0.011342195,0.429850293,0.561553809,0.601202405,0.435520149,0.464346508,0.107747364,0.328248936,0.009492736,0.753694028,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.263086001,0.111111111,0.088077108,0.296777877,0.003502548,1,0.770013268,0.124248497,0.263086001,0.111111111,0.088077108,0.296777877,0.003502548,1,0.770013268,0.124248497,0.999294747,0.99925868,1.71E-07,0.000413612,0.007057905,0.000413904,0.000576986,0.068136273,1,1,0,0,0,0,0,0.002004008,0.536986969,0.584762647,0.091611704,0.302674253,0.011342195,0.563652883,0.803099112,0.601202405,0.445798004,0.450722006,0.12368899,0.351694455,0.009492736,0.788909892,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.262155667,0.110169492,0.088328452,0.29720103,0.003550204,1,0.77102598,0.136272545,0.262155667,0.110169492,0.088328452,0.29720103,0.003550204,1,0.77102598,0.136272545,0.999323343,0.99934197,1.67E-07,0.00040904,0.007049098,0.000409317,0.000559708,0.068136273,1,1,0,0,0,0,0,0.002004008,0.449641268,0.444522508,0.08976399,0.299606391,0.011342195,0.666323162,0.850815403,0.601202405,0.406449039,0.296292124,0.119786487,0.346101845,0.009492736,0.851525805,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.260521042,0.111111111,0.085174516,0.291846734,0.003505664,1,0.765871229,0.128256513,0.260521042,0.111111111,0.085174516,0.291846734,0.003505664,1,0.765871229,0.128256513,0.999271674,0.999260811,1.83E-07,0.000427394,0.007044391,0.000427705,0.00057535,0.068136273,1,1,0,0,0,0,0,0.002004008,0.51221031,0.54537516,0.089809418,0.299682195,0.011342195,0.58507646,0.847934529,0.601202405,0.379098824,0.341046036,0.130577789,0.361355489,0.009492736,0.953196017,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.259795014,0.110169492,0.085344945,0.292138572,0.003516189,1,0.769094139,0.132264529,0.259795014,0.110169492,0.085344945,0.292138572,0.003516189,1,0.769094139,0.132264529,0.999271076,0.999261872,1.76E-07,0.00041992,0.007057905,0.000420227,0.00059503,0.068136273,1,1,0,0,0,0,0,0.002004008,0.43644128,0.396440871,0.078857837,0.280816375,0.011342195,0.64342304,0.850061959,0.601202405,0.370098195,0.234899918,0.125353681,0.354053218,0.009515227,0.956646704,1,0.404809619,0.839679359,0.8,0.006374194,0.079838551,0.00099834,0.095082188,0.111111111,0.004008016,0.626085504,0.666666667,0.088655529,0.297750784,0.002668568,0.475575272,0.846153846,0.008016032,0.204985313,0.00859589,0.156746202,0.395911861,0.002111825,1,0.98443712,0.006012024,http_flood
0.006,0.261659489,0.110638298,0.087083197,0.295098623,0.003552305,1,0.768991559,0.138276553,0.261659489,0.110638298,0.087083197,0.295098623,0.003552305,1,0.768991559,0.138276553,0.999236486,0.999222045,1.80E-07,0.000423681,0.007049098,0.000424005,0.000577753,0.068136273,1,1,0,0,0,0,0,0.002004008,0.488865315,0.472291379,0.063570737,0.252132381,0.011342195,0.515750193,0.661340898,0.601202405,0.440460915,0.425802628,0.11088136,0.332988528,0.009492736,0.756000173,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.262316122,0.110638298,0.087731355,0.296194792,0.003495157,1,0.769707706,0.120240481,0.262316122,0.110638298,0.087731355,0.296194792,0.003495157,1,0.769707706,0.120240481,0.933156427,0.999263774,0.009887523,0.099436025,0.007288646,0.106558795,0.120759215,0.078156313,1,1,0,0,0,0,0,0.002004008,0.539437527,0.551666699,0.087235725,0.295356945,0.011342195,0.54752762,0.794622288,0.601202405,0.424135696,0.36526019,0.106975372,0.327070897,0.009492736,0.771146829,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.6249165,0.666666667,0.089242379,0.29873463,0.002671362,0.478039274,0.846153846,0.008016032,0.206973605,0.00859589,0.157933371,0.397408318,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.261800196,0.110638298,0.087089544,0.295109376,0.003531122,1,0.769503546,0.132264529,0.261800196,0.110638298,0.087089544,0.295109376,0.003531122,1,0.769503546,0.132264529,0.997072668,0.998387936,1.05E-05,0.003239301,0.007864351,0.003248812,0.003602005,0.102204409,1,1,0,0,0,0,0,0.002004008,0.58825335,0.642971903,0.079003414,0.281075459,0.011342195,0.477813614,0.629440894,0.601202405,0.390918111,0.401694208,0.101448721,0.318510158,0.009492736,0.814774629,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.263052645,0.110403397,0.088969378,0.298277351,0.003487947,1,0.77092511,0.124248497,0.263052645,0.110403397,0.088969378,0.298277351,0.003487947,1,0.77092511,0.124248497,0.996028307,0.998753571,1.80E-05,0.004248025,0.007864351,0.004264964,0.005311121,0.102204409,1,1,0,0,0,0,0,0.002004008,0.566258445,0.58620677,0.086413495,0.293961724,0.011342195,0.51912996,0.734491251,0.601202405,0.407736701,0.371591526,0.113354208,0.336681167,0.009492736,0.825731815,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.6249165,0.666666667,0.089242379,0.29873463,0.002671362,0.478039274,0.846153846,0.008016032,0.206973605,0.00859589,0.157933371,0.397408318,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.261124814,0.111111111,0.085700606,0.292746658,0.003549467,1,0.766292135,0.138276553,0.261124814,0.111111111,0.085700606,0.292746658,0.003549467,1,0.766292135,0.138276553,0.996550027,0.998703857,1.59E-05,0.003983945,0.007864351,0.003997737,0.004296763,0.102204409,1,1,0,0,0,0,0,0.002004008,0.461601797,0.416655605,0.083403757,0.288797086,0.011342195,0.625641165,0.844416214,0.601202405,0.441634279,0.50124191,0.09848434,0.313822147,0.009492736,0.710592819,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.260380335,0.110638298,0.08543768,0.292297246,0.003522994,1,0.768991559,0.130260521,0.260380335,0.110638298,0.08543768,0.292297246,0.003522994,1,0.768991559,0.130260521,0.997922603,0.998758599,9.41E-06,0.003067438,0.007864351,0.003073823,0.001015092,0.102204409,1,1,0,0,0,0,0,0.002004008,0.481091172,0.520151,0.110692435,0.332704727,0.011342195,0.691562735,0.904030116,0.601202405,0.387151344,0.281406518,0.117599232,0.342927444,0.009492736,0.885771027,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.6249165,0.666666667,0.089242379,0.29873463,0.002671362,0.478039274,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.261217714,0.111587983,0.085307919,0.292075193,0.003551568,1,0.76309795,0.136272545,0.261217714,0.111587983,0.085307919,0.292075193,0.003551568,1,0.76309795,0.136272545,0.997407344,0.998709877,1.83E-05,0.00427489,0.007864351,0.004286003,0.005266845,0.102204409,1,1,0,0,0,0,0,0.002004008,0.562901885,0.628293342,0.082610662,0.287420705,0.011342195,0.510605334,0.752219412,0.601202405,0.438381111,0.474056995,0.109680666,0.331180716,0.009492736,0.755463015,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.266190501,0.111111111,0.091604802,0.302662852,0.003473696,1,0.772029811,0.122244489,0.266190501,0.111111111,0.091604802,0.302662852,0.003473696,1,0.772029811,0.122244489,0.997968137,0.998712999,1.12E-05,0.003347932,0.007864351,0.003354748,0.001030928,0.102204409,1,1,0,0,0,0,0,0.002004008,0.631769986,0.726993149,0.080474961,0.28368109,0.011342195,0.449025905,0.617498882,0.601202405,0.398873887,0.314161821,0.119669912,0.345933392,0.009492736,0.867275103,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.266012545,0.112554113,0.089609876,0.299349087,0.003529021,1,0.770520741,0.132264529,0.266012545,0.112554113,0.089609876,0.299349087,0.003529021,1,0.770520741,0.132264529,0.998097155,0.998716171,1.16E-05,0.003400346,0.007864351,0.003406828,0.001028383,0.102204409,1,1,0,0,0,0,0,0.002004008,0.516502029,0.540118953,0.083379467,0.28875503,0.011342195,0.55905885,0.766110807,0.601202405,0.411807418,0.384930851,0.113839541,0.337401158,0.009492736,0.819317824,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.262824156,0.1108742,0.087985304,0.296623169,0.003494763,1,0.769503546,0.126252505,0.262824156,0.1108742,0.087985304,0.296623169,0.003494763,1,0.769503546,0.126252505,0.998716893,0.998719459,5.46E-07,0.000738871,0.007864351,0.00073982,0.001025746,0.102204409,1,1,0,0,0,0,0,0.002004008,0.416574756,0.372305127,0.079833012,0.282547362,0.011342195,0.678263283,0.862399419,0.601202405,0.4607242,0.484392042,0.119736068,0.346028999,0.009492736,0.751054534,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.260780585,0.110403397,0.086269548,0.293716782,0.003522366,1,0.770013268,0.134268537,0.260780585,0.110403397,0.086269548,0.293716782,0.003522366,1,0.770013268,0.134268537,0.998720171,0.99872273,5.43E-07,0.000736983,0.007864351,0.000737928,0.001023123,0.102204409,1,1,0,0,0,0,0,0.002004008,0.534673366,0.560073221,0.078791363,0.280697992,0.011342195,0.524989667,0.735515857,0.601202405,0.334689439,0.27464778,0.080268329,0.283316658,0.009492736,0.846506119,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.262279925,0.111587983,0.086545895,0.294186838,0.003510495,1,0.769503546,0.128256513,0.262279925,0.111587983,0.086545895,0.294186838,0.003510495,1,0.769503546,0.128256513,0.998723432,0.998725985,5.40E-07,0.000735105,0.007864351,0.000736045,0.001020512,0.102204409,1,1,0,0,0,0,0,0.002004008,0.449868226,0.374077526,0.092805306,0.304639633,0.011342195,0.677175262,0.819012901,0.601202405,0.426303866,0.423698667,0.113165307,0.336400516,0.009492736,0.7891097,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.263902537,0.111349036,0.088535257,0.297548747,0.003485846,1,0.771428571,0.122244489,0.263902537,0.111349036,0.088535257,0.297548747,0.003485846,1,0.771428571,0.122244489,0.998726676,0.998729223,5.38E-07,0.000733237,0.007864351,0.000734172,0.001017915,0.102204409,1,1,0,0,0,0,0,0.002004008,0.599941991,0.60306717,0.07857767,0.280317088,0.011342195,0.467240321,0.646039079,0.601202405,0.441358279,0.454256008,0.099848502,0.315988135,0.009492736,0.715944733,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.260533834,0.110638298,0.085534601,0.292462992,0.00351204,1,0.769503546,0.130260521,0.260533834,0.110638298,0.085534601,0.292462992,0.00351204,1,0.769503546,0.130260521,0.998729904,0.998732444,5.35E-07,0.000731378,0.007864351,0.000732308,0.001015332,0.102204409,1,1,0,0,0,0,0,0.002004008,0.481741704,0.513469769,0.077575819,0.278524359,0.011342195,0.578161195,0.758434721,0.601202405,0.430101995,0.447901264,0.111511233,0.333932977,0.009492736,0.776404158,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.25881487,0.110403397,0.08394096,0.289725664,0.003502826,1,0.764812302,0.128256513,0.25881487,0.110403397,0.08394096,0.289725664,0.003502826,1,0.764812302,0.128256513,0.998733116,0.99873565,5.32E-07,0.000729529,0.007864351,0.000730454,0.001012761,0.102204409,1,1,0,0,0,0,0,0.002004008,0.578377955,0.631978856,0.078566501,0.280297165,0.011342195,0.484626295,0.728542399,0.601202405,0.395648263,0.37586653,0.102435733,0.320055828,0.009492736,0.80894031,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.260987788,0.111111111,0.085454673,0.292326312,0.003511232,1,0.76702509,0.128256513,0.260987788,0.111111111,0.085454673,0.292326312,0.003511232,1,0.76702509,0.128256513,0.998736311,0.998738839,5.30E-07,0.000727689,0.007864351,0.000728609,0.001010203,0.102204409,1,1,0,0,0,0,0,0.002004008,0.509706634,0.555823358,0.095078147,0.308347445,0.011342195,0.604950817,0.862413081,0.601202405,0.400614316,0.341325361,0.114962058,0.339060552,0.009492736,0.846351563,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.264902908,0.112798265,0.088005598,0.296657375,0.003529299,1,0.767960732,0.130260521,0.264902908,0.112798265,0.088005598,0.296657375,0.003529299,1,0.767960732,0.130260521,0.998739491,0.998742012,5.27E-07,0.000725858,0.007864351,0.000726774,0.001007658,0.102204409,1,1,0,0,0,0,0,0.002004008,0.515647509,0.457549657,0.103719593,0.322055263,0.011342195,0.624564761,0.848768587,0.601202405,0.443454691,0.483184325,0.103525279,0.321753444,0.009492736,0.725561034,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
0.006,0.259770605,0.110638298,0.084626271,0.290905949,0.003488962,1,0.766292135,0.120240481,0.259770605,0.110638298,0.084626271,0.290905949,0.003488962,1,0.766292135,0.120240481,0.998742654,0.998745169,5.24E-07,0.000724036,0.007864351,0.000724948,0.001005126,0.102204409,1,1,0,0,0,0,0,0.002004008,0.442007824,0.392531493,0.089872035,0.29978665,0.011342195,0.678238333,0.882497101,0.601202405,0.392122787,0.368168964,0.113096629,0.336298422,0.009492736,0.8576355,1,0.402805611,0.84008016,0.8,0.006422484,0.080140399,0.001003923,0.095396133,0.111111111,0.004008016,0.624832999,0.666666667,0.0892319,0.29871709,0.002668568,0.478075086,0.846153846,0.008016032,0.206972095,0.00859589,0.157933972,0.397409074,0.002114619,1,0.98443712,0.006012024,http_flood
